entity_name,location,inspection_date,good_practices,non_compliances,action_taken,score_obtained,score_total,score_percent,finding_severity,notice_issued,source_handle,post_url,post_date,media_urls,raw_text
Kuntloor Village,RR District,10-03-2025,,"Water analysis report does not include testing for microbial contaminants | Multiple violations noticed pertaining to the license category availed by the FBO. Instructed to apply for modification as per the rules | 9 vehicles are being used for transportation of food but license not obtained with transport category | Flooring was found to be patchy and stagnant water. Few wall tiles found to be broken | Raw inlet water tank for R.O. plant was found to be unclean | Rat feces were observed in the vegetable cutting area | Few vegetables like potatoes, tomatoes etc. were found in spoilt condition and hence discarded | Rusty iron knives found being used for vegetable cutting | Housefly presence was observed at several places in the kitchen which may cause contamination | Several food articles found to be stored on ground instead of pallets. Food and non-food articles were stored together | Cobwebs were observed at several places in the storage which suggests lack of proper cleaning | Doors are not close fitted to prevent entry of pests","Action initiated under the FSS Act, 2006",,,,Non-compliance,Yes,@c_tgsafe,https://x.com/c_tgsafe/status/1899487751038517461,2025-03-11,https://pbs.twimg.com/media/GlxWAcbagAAFDe9?format=jpg&name=small | https://pbs.twimg.com/media/GlxWAaxawAAt2nD?format=jpg&name=small | https://pbs.twimg.com/media/GlxWAa7bkAAZCW3?format=jpg&name=small | https://pbs.twimg.com/ext_tw_video_thumb/1899487706205548544/pu/img/kyBFePuGQNjB0bi1.jpg,"Task force team has conducted an inspection at the 𝗖𝗲𝗻𝘁𝗿𝗮𝗹 𝗞𝗶𝘁𝗰𝗵𝗲𝗻 𝗼𝗳 𝗡𝗮𝗿𝗮𝘆𝗮𝗻𝗮 𝗘𝗱𝘂𝗰𝗮𝘁𝗶𝗼𝗻𝗮𝗹 𝗦𝗼𝗰𝗶𝗲𝘁𝘆 situated at 𝗞𝘂𝗻𝘁𝗹𝗼𝗼𝗿 𝗩𝗶𝗹𝗹𝗮𝗴𝗲, 𝗥𝗥 𝗗𝗶𝘀𝘁𝗿𝗶𝗰𝘁 on 10.03.2025 and observed the below violations. 

* Water analysis report does not include testing for microbial contaminants.

* Multiple violations noticed pertaining to the license category availed by the FBO. Instructed to apply for modification as per the rules. 

* 9 vehicles are being used for transportation of food but license not obtained with transport category. 

* Flooring was found to be patchy and stagnant water. Few wall tiles found to be broken. 

* Raw inlet water tank for R.O. plant was found to be unclean.

* Rat feces were observed in the vegetable cutting area.

 * Few vegetables like potatoes, tomatoes etc. were found in spoilt condition and hence discarded.

* Rusty iron knives found being used for vegetable cutting.

* Housefly presence was observed at several places in the kitchen which may cause contamination.

* Several food articles found to be stored on ground instead of pallets. Food and non-food articles were stored together.
 
* Cobwebs were observed at several places in the storage which suggests lack of proper cleaning.

* Doors are not close fitted to prevent entry of pests.

Action will be initiated as per the provisions of FSS Act, 2006. 


@fssaiindia
 

@MoHFW_Telangana"
Central Kitchen of Narayana Educational Society,,10-03-2025,,"Water analysis report does not include testing for microbial contaminants | Multiple violations noticed pertaining to the license category availed by the FBO. Instructed to apply for modification as per the rules | 9 vehicles are being used for transportation of food but license not obtained with transport category | Flooring was found to be patchy and stagnant water. Few wall tiles found to be broken | Raw inlet water tank for R.O. plant was found to be unclean | Rat feces were observed in the vegetable cutting area | Few vegetables like potatoes, tomatoes etc. were found in spoilt condition and hence discarded | Rusty iron knives found being used for vegetable cutting | Housefly presence was observed at several places in the kitchen which may cause contamination | Several food articles found to be stored on ground instead of pallets. Food and non-food articles were stored together | Cobwebs were observed at several places in the storage which suggests lack of proper cleaning | Doors are not close fitted to prevent entry of pests","Action initiated under the FSS Act, 2006",,,,Non-compliance,Yes,@c_tgsafe,https://x.com/c_tgsafe/status/1899487751038517461,2025-03-11,https://pbs.twimg.com/media/GlxWAcbagAAFDe9?format=jpg&name=small | https://pbs.twimg.com/media/GlxWAaxawAAt2nD?format=jpg&name=small | https://pbs.twimg.com/media/GlxWAa7bkAAZCW3?format=jpg&name=small | https://pbs.twimg.com/ext_tw_video_thumb/1899487706205548544/pu/img/kyBFePuGQNjB0bi1.jpg,"Task force team has conducted an inspection at the 𝗖𝗲𝗻𝘁𝗿𝗮𝗹 𝗞𝗶𝘁𝗰𝗵𝗲𝗻 𝗼𝗳 𝗡𝗮𝗿𝗮𝘆𝗮𝗻𝗮 𝗘𝗱𝘂𝗰𝗮𝘁𝗶𝗼𝗻𝗮𝗹 𝗦𝗼𝗰𝗶𝗲𝘁𝘆 situated at 𝗞𝘂𝗻𝘁𝗹𝗼𝗼𝗿 𝗩𝗶𝗹𝗹𝗮𝗴𝗲, 𝗥𝗥 𝗗𝗶𝘀𝘁𝗿𝗶𝗰𝘁 on 10.03.2025 and observed the below violations. 

* Water analysis report does not include testing for microbial contaminants.

* Multiple violations noticed pertaining to the license category availed by the FBO. Instructed to apply for modification as per the rules. 

* 9 vehicles are being used for transportation of food but license not obtained with transport category. 

* Flooring was found to be patchy and stagnant water. Few wall tiles found to be broken. 

* Raw inlet water tank for R.O. plant was found to be unclean.

* Rat feces were observed in the vegetable cutting area.

 * Few vegetables like potatoes, tomatoes etc. were found in spoilt condition and hence discarded.

* Rusty iron knives found being used for vegetable cutting.

* Housefly presence was observed at several places in the kitchen which may cause contamination.

* Several food articles found to be stored on ground instead of pallets. Food and non-food articles were stored together.
 
* Cobwebs were observed at several places in the storage which suggests lack of proper cleaning.

* Doors are not close fitted to prevent entry of pests.

Action will be initiated as per the provisions of FSS Act, 2006. 


@fssaiindia
 

@MoHFW_Telangana"
Urban Maya Bazar - Family Bar & Kitchen,Sagar X Road,09-10-2024,Food handlers found wearing haircaps and pest control records were available,FSSAI license true copy was not displayed at the premises | The kitchen backside door was not close fitted to avoid entry of pests. Houseflies observed inside kitchen premises | Medical Fitness Certificates for food handlers and Water Analysis Report for water used as an ingredient was not available | Food articles stored inside the refrigerator were covered but not labelled properly | Dustbins were found open without proper Lids | Synthetic food colors suspected of being used in non-veg. items were found and discarded,,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1844714145679388925,2024-10-11,https://pbs.twimg.com/media/GZm9ZjjaEAA-f2m?format=jpg&name=small | https://pbs.twimg.com/media/GZm9ZjmbEAAk8PB?format=jpg&name=900x900 | https://pbs.twimg.com/media/GZm9ZjlbUAErej6?format=jpg&name=small | https://pbs.twimg.com/media/GZm9ZjlbUAAlP5V?format=jpg&name=small,"Task force team has conducted inspections in Sagar X Road area on 09.10.2024.

𝗨𝗿𝗯𝗮𝗻 𝗠𝗮𝘆𝗮 𝗕𝗮𝘇𝗮𝗿 - 𝗙𝗮𝗺𝗶𝗹𝘆 𝗕𝗮𝗿 & 𝗞𝗶𝘁𝗰𝗵𝗲𝗻, 𝗦𝗮𝗴𝗮𝗿 𝗫 𝗥𝗼𝗮𝗱

* FSSAI license true copy was not displayed at the premises.

* The kitchen backside door was not close fitted to avoid entry of pests. Houseflies observed inside kitchen premises.

* Medical Fitness Certificates for food handlers and Water Analysis Report for water used as an ingredient was not available.

* Food articles stored inside the refrigerator were covered but not labelled properly.

* Dustbins were found open without proper Lids.

* Synthetic food colors suspected of being used in non-veg. items were found and discarded.

* Food handlers found wearing haircaps and pest control records were available.


@fssaiindia
 

@MoHFW_Telangana"
Sree Sai Balaji Foods,"SD Road, Secunderabad",09-10-2024,,"Kitchen floor was found to be littered with food waste | Veg and non veg items, food and non food items found to be stored together | Rotten lemons found in storage | Some of the refrigerators were found to be dirty and littered with foodwaste | Stagnant water observed in clogged wash basin | Food articles like buns, tea powder, biryani masala were found without any labelling",,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1845368363389944220,2024-10-13,https://pbs.twimg.com/media/GZwQvVDaAAACqIF?format=jpg&name=small | https://pbs.twimg.com/media/GZwQvVIaAAQhf4Q?format=jpg&name=small | https://pbs.twimg.com/media/GZwQvzJbEAAO8Zk?format=jpg&name=small | https://pbs.twimg.com/media/GZwQvW8aAAAqr1c?format=jpg&name=small,"State level task force team has conducted inspections in Secunderabad area on 09.10.2024. 

𝗦𝗿𝗲𝗲 𝗦𝗮𝗶 𝗕𝗮𝗹𝗮𝗷𝗶 𝗙𝗼𝗼𝗱𝘀, 𝗦𝗗 𝗥𝗼𝗮𝗱, 𝗦𝗲𝗰𝘂𝗻𝗱𝗲𝗿𝗮𝗯𝗮𝗱

* Kitchen floor was found to be littered with food waste. 

* Veg and non veg items, food and non food items found to be stored together.

* Rotten lemons found in storage. 

* Some of the refrigerators were found to be dirty and littered with foodwaste. 

* Stagnant water observed in clogged wash basin. 

* Food articles like buns, tea powder, biryani masala were found without any labelling. 


@fssaiindia
 

@MoHFW_Telangana"
Blue Sea Tea and Snacks,"Regimental Bazar, Secunderabad",09-10-2024,,"FSSAI license not displayed at the premises | No adequate space in kitchen, leading to improper cleaning | Walls were found to be patchy and covered with spillage | No proper ventilation and lighting fixtures | Presence of cockroaches and rats in the kitchen observed | Proper dustbins not provided at the premises | Medical fitness certificates, Fostoc training certificates not available",,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1845368897027047532,2024-10-13,https://pbs.twimg.com/media/GZwROEUaAAMBmCM?format=jpg&name=small | https://pbs.twimg.com/media/GZwRONYa0AAycQK?format=jpg&name=small | https://pbs.twimg.com/media/GZwROfLaAAQ971h?format=jpg&name=small | https://pbs.twimg.com/media/GZwROz1aAAAR9jk?format=jpg&name=small,"𝗕𝗹𝘂𝗲 𝗦𝗲𝗮 𝗧𝗲𝗮 𝗮𝗻𝗱 𝗦𝗻𝗮𝗰𝗸𝘀, 𝗥𝗲𝗴𝗶𝗺𝗲𝗻𝘁𝗮𝗹 𝗕𝗮𝘇𝗮𝗿, 𝗦𝗲𝗰𝘂𝗻𝗱𝗲𝗿𝗮𝗯𝗮𝗱
09.10.2024

* FSSAI license not displayed at the premises. 

* No adequate space in kitchen, leading to improper cleaning. 

* Walls were found to be patchy and covered with spillage. 

* No proper ventilation and lighting fixtures. 

* Presence of cockroaches and rats in the kitchen observed. 

* Proper dustbins not provided at the premises. 

* Medical fitness certificates, Fostoc training certificates not available. 


@fssaiindia
 

@MoHFW_Telangana"
Sri Sidhi Vinayaka Udupi Tiffins,Ashoknagar,09-09-2024,,FBO operating the business without FSSAI license | Medical fitness and pest control records were not available | Walls found with flaking plaster and flooring found uneven | Premises not close fitted with insect proof screens | Kitchen premises found in unhygienic condition | Prepared and semi prepared food articles found covered but not labelled | Tomatos found to be spoiled in store room | Food handlers found without hair caps and aprons,,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1833419659745628617,2024-09-10,https://pbs.twimg.com/media/GXGdY9fa4AAuVqH?format=jpg&name=900x900 | https://pbs.twimg.com/media/GXGdY9ybcAE5trc?format=jpg&name=900x900 | https://pbs.twimg.com/media/GXGdY91bEAEDMJ1?format=jpg&name=900x900 | https://pbs.twimg.com/media/GXGdY90bEAMrcrk?format=jpg&name=900x900,"𝗦𝗿𝗶 𝗦𝗶𝗱𝗵𝗶 𝗩𝗶𝗻𝗮𝘆𝗮𝗸𝗮 𝗨𝗱𝘂𝗽𝗶 𝗧𝗶𝗳𝗳𝗶𝗻𝘀, 𝗔𝘀𝗵𝗼𝗸𝗻𝗮𝗴𝗮𝗿
09.09.2024

* FBO operating the business without FSSAI license.

* Medical fitness and pest control records were not available.

* Walls found with flaking plaster and flooring found uneven.

* Premises not close fitted with insect proof screens.

* Kitchen premises found in unhygienic condition.

* Prepared and semi prepared food articles found covered but not labelled.

* Tomatos found to be spoiled in store room.

* Food handlers found without hair caps and aprons.


@fssaiindia
 

@MoHFW_Telangana"
Padmavathi Tiffins,Ashoknagar,09-09-2024,,"FSSAI licence copy not displayed at the premises | Pest control records and Medical fitness certificates were not available | Flooring found patchy and water stagnation observed | Windows not close fitted with insect proof screens | Drains found unclean and with water stagnation | Live cockroach infestation observed in store room | Stored items were not labelled | Raw food articles found directly stored on floor | Rat burrows observed on floor and possible rodent infestation | Food handlers found without hair caps and aprons | ⁠Washroom attached to grinding area, door open and found unhygienic. Bad odour observed inside kitchen premises",,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1833419214805471670,2024-09-10,https://pbs.twimg.com/media/GXGdA2GakAAniJo?format=jpg&name=900x900 | https://pbs.twimg.com/media/GXGdA2ObEAA--UM?format=jpg&name=900x900 | https://pbs.twimg.com/media/GXGdA2FbEAA4qhH?format=jpg&name=900x900 | https://pbs.twimg.com/media/GXGdBA4bEAEk7do?format=jpg&name=900x900,"Task force team has conducted inspections in Ashoknagar area on 09.09.2024. 

𝗣𝗮𝗱𝗺𝗮𝘃𝗮𝘁𝗵𝗶 𝗧𝗶𝗳𝗳𝗶𝗻𝘀, 𝗔𝘀𝗵𝗼𝗸𝗻𝗮𝗴𝗮𝗿

* FSSAI licence copy not displayed at the premises.

* Pest control records and Medical fitness certificates were not available.

* Flooring found patchy and water stagnation observed.

* Windows not close fitted with insect proof screens.

* Drains found unclean and with water stagnation.

* Live cockroach infestation observed in store room.

* Stored items were not labelled.

* Raw food articles found directly stored on floor.

* Rat burrows observed on floor and possible rodent infestation.

* Food handlers found without hair caps and aprons.

* ⁠Washroom attached to grinding area, door open and found unhygienic. Bad odour observed inside kitchen premises.


@fssaiindia
 

@MoHFW_Telangana"
My Home Luxury Girls Hostel,Ashoknagar,09-09-2024,,"FBO operating the business without FSSAI license | Pest control and medical fitness records were not available | Windows not close fitted with insect proof screens | Food articles stored inside refrigerator were not covered and not labelled | Live cockroach infestation observed inside kitchen premises | ⁠Synthetic food colours found, hence discarded",,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1833419449254457418,2024-09-10,https://pbs.twimg.com/media/GXGdKxLbYAA_y5k?format=jpg&name=900x900 | https://pbs.twimg.com/media/GXGdK5Aa0AAMQti?format=jpg&name=900x900 | https://pbs.twimg.com/media/GXGdK5CbEAEuciG?format=jpg&name=900x900 | https://pbs.twimg.com/ext_tw_video_thumb/1833419393273106433/pu/img/bO-D1RVerqXEow6u.jpg,"𝗠𝘆 𝗛𝗼𝗺𝗲 𝗟𝘂𝘅𝘂𝗿𝘆 𝗚𝗶𝗿𝗹𝘀 𝗛𝗼𝘀𝘁𝗲𝗹, 𝗔𝘀𝗵𝗼𝗸𝗻𝗮𝗴𝗮𝗿
09.09.2024

* FBO operating the business without FSSAI license.

* Pest control and medical fitness records were not available.

* Windows not close fitted with insect proof screens.

* Food articles stored inside refrigerator were not covered and not labelled.

* Live cockroach infestation observed inside kitchen premises.

* ⁠Synthetic food colours found, hence discarded.


@fssaiindia
 

@MoHFW_Telangana"
Chetan PG for Boys Hostel,Ashoknagar,09-09-2024,,Medical fitness certificates and Pest control records not found | Windows not close fitted with insect proof screens | Live cockroach infestation observed inside the kitchen | Dust bins found open without lids | Food handlers found without hair caps,,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1833420301386060176,2024-09-10,https://pbs.twimg.com/media/GXGd8QrbEAErbSw?format=jpg&name=900x900 | https://pbs.twimg.com/media/GXGd8RKaMAAYcvQ?format=jpg&name=900x900 | https://pbs.twimg.com/media/GXGd9i4a0AAz1gV?format=jpg&name=900x900 | https://pbs.twimg.com/ext_tw_video_thumb/1833420204300505089/pu/img/9-VEeMJ2fmnFh25X.jpg,"𝗖𝗵𝗲𝘁𝗮𝗻 𝗣𝗚 𝗳𝗼𝗿 𝗕𝗼𝘆𝘀 𝗛𝗼𝘀𝘁𝗲𝗹, 𝗔𝘀𝗵𝗼𝗸𝗻𝗮𝗴𝗮𝗿
09.09.2024

* Medical fitness certificates and Pest control records not found.

* Windows not close fitted with insect proof screens.

* Live cockroach infestation observed inside the kitchen.

* Dust bins found open without lids.

* Food handlers found without hair caps.


@fssaiindia
 

@MoHFW_Telangana"
Balaji Darshan,Ashoknagar,09-09-2024,,FSSAI license copy not displayed at the premises | Medical fitness and Pest Control Records not available | Floor found patchy and water stagnation observed | Windows and doors not fitted with insect proof screens | Drains observed with water stagnation | ⁠Semi prepared food articles stored in the refrigerator were not covered with lids and not labelled | Dust bins found open in the kitchen | ⁠Grinding area in the kitchen premises found to be Unhygienic manner | Raw green chilli stored directly on floor | Insect proof screens not found and Ceiling found broken | Food handlers found without hair caps and aprons | Wash room found to be unhygienic,,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1833419969763418579,2024-09-10,https://pbs.twimg.com/media/GXGdp4vbEAA8XE5?format=jpg&name=900x900 | https://pbs.twimg.com/media/GXGdqHmakAEiX3b?format=jpg&name=900x900 | https://pbs.twimg.com/media/GXGdse7bEAEpAxF?format=jpg&name=900x900 | https://pbs.twimg.com/media/GXGds1bbEAITBM6?format=jpg&name=900x900,"𝗕𝗮𝗹𝗮𝗷𝗶 𝗗𝗮𝗿𝘀𝗵𝗮𝗻, 𝗔𝘀𝗵𝗼𝗸𝗻𝗮𝗴𝗮𝗿
09.09.2024

* FSSAI license copy not displayed at the premises.

* Medical fitness and Pest Control Records not available.

* Floor found patchy and water stagnation observed.

* Windows and doors not fitted with insect proof screens.

* Drains observed with water stagnation.

* ⁠Semi prepared food articles stored in the refrigerator were not covered with lids and not labelled.

* Dust bins found open in the kitchen.

* ⁠Grinding area in the kitchen premises found to be Unhygienic manner.

* Raw green chilli stored directly on floor.

* Insect proof screens not found and Ceiling found broken.

* Food handlers found without hair caps and aprons.

* Wash room found to be unhygienic.


@fssaiindia
 

@MoHFW_Telangana"
